make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_usd
-0.13702064111668172,0.6704194857907507,-0.3710083912286311,-1.1534882680429233,-1.406930678780839,-0.8788893846472603,0.8047801502858041,0.8810160194950057,-0.7747271605950442,0.7095192499342521,0.5181018115964151,6675.12
0.8233941363022876,-0.3851784846883047,-0.3710083912286311,-0.09755539060360133,-1.406930678780839,0.16470248625906278,-1.2425753786855545,-1.46022558597866,1.2907769997787746,2.138033046622228,0.5181018115964151,12036.47
-1.2174872657130222,0.9666230594280002,-0.6053762339933904,0.9583774868357205,0.7099845825356613,0.5125664432278372,-1.2425753786855545,1.4663264208634221,1.2907769997787746,-0.7189945467537239,0.5181018115964151,6202.01
-1.4575909600677646,-1.1465608249773411,0.17584990855580726,-1.1534882680429233,1.4156230029744947,1.208294357165386,0.8047801502858041,-1.46022558597866,-0.7747271605950442,0.7095192499342521,-1.930122569768137,5511.14
-0.2570724882940529,1.0401769669755045,1.3476891223796037,-1.1534882680429233,-1.406930678780839,1.5561583141341602,-1.2425753786855545,-0.28960478324182715,-0.7747271605950442,-0.7189945467537239,0.5181018115964151,10454.8
-0.6172280298261664,1.4318018260797873,2.1289152649288012,-0.09755539060360133,-1.406930678780839,0.16470248625906278,-1.2425753786855545,-1.46022558597866,-0.7747271605950442,0.7095192499342521,0.5181018115964151,14323.29
-0.016968793939310556,0.8413826222525186,-0.21476316271879156,0.9583774868357205,0.7099845825356613,-0.8788893846472603,-1.2425753786855545,-1.46022558597866,1.2907769997787746,-0.7189945467537239,0.5181018115964151,7300.95
-0.6172280298261664,-0.43090118397459154,-0.21476316271879156,0.9583774868357205,1.4156230029744947,-1.2267533416160348,0.8047801502858041,0.8810160194950057,-0.7747271605950442,-0.7189945467537239,0.5181018115964151,3551.38
1.183549677834401,-1.0869225215604454,2.1289152649288012,-1.1534882680429233,0.004346162096827898,-1.2267533416160348,-1.2425753786855545,-0.28960478324182715,-0.7747271605950442,-0.7189945467537239,0.5181018115964151,10915.68
0.22313490041543177,0.6087932389266253,2.1289152649288012,0.9583774868357205,0.004346162096827898,-0.5310254276784859,-1.2425753786855545,0.2957056181265893,-0.7747271605950442,0.7095192499342521,0.5181018115964151,12167.58
0.9434459834796588,2.083847276771181,-0.8397440767581497,-1.1534882680429233,-1.406930678780839,-0.8788893846472603,-1.2425753786855545,0.2957056181265893,-0.7747271605950442,0.7095192499342521,0.5181018115964151,10183.02
-0.37712433547142404,1.2051762730955833,0.566462979830406,0.9583774868357205,-1.406930678780839,1.208294357165386,-1.2425753786855545,-1.46022558597866,-0.7747271605950442,0.7095192499342521,0.5181018115964151,8673.11
1.183549677834401,-0.1784323661763994,2.1289152649288012,-1.1534882680429233,-0.7012922583420056,-0.8788893846472603,0.8047801502858041,-0.8749151846102435,1.2907769997787746,0.7095192499342521,-1.930122569768137,11891.74
